Sigle,Goupe_Bancaire,ANNEE,EMPLOI,BILAN,RESSOURCES,FONDS.PROPRE,EFFECTIF,AGENCE,COMPTE,INTERETS.ET.PRODUITS.ASSIMILES,NTERETS.ET.CHARGES.ASSIMILEES,REVENUS.DES.TITRES.A.REVENU.VARIABLE,COMMISSIONS.(PRODUITS),COMMISSIONS.(CHARGES),GAINS.OU.PERTES.NETS.SUR.OPERATIONS.DES.PORTEFEUILLES.DE.NEGOCIATION,GAINS.OU.PERTES.NETS.SUR.OPERATIONS.DES.PORTEFEUILLES.DE.PLACEMENT.ET.ASSIMILES,AUTRES.PRODUITS.D'EXPLOITATION.BANCAIRE,AUTRES.CHARGES.D'EXPLOITATION.BANCAIRE,PRODUIT.NET.BANCAIRE,SUBVENTIONS.D'INVESTISSEMENT,CHARGES.GENERALES.D'EXPLOITATION,DOTATIONS.AUX.AMORTISSEMENTS.ET.AUX.DEPRECIATIONS.DES.IMMOBILISATIONS.INCORPORELLES.ET.CORPORELLES,RESULTAT.BRUT.D'EXPLOITATION,COÛT.DU.RISQUE,RESULTAT.D'EXPLOITATION,GAINS.OU.PERTES.NETS.SUR.ACTIFS.IMMOBILISES,RESULTAT.AVANT.IMPÔT,IMPÔTS.SUR.LES.BENEFICES,RESULTAT.NET,source,CAISSE.BANQUE.CENTRALE.CCP,EFFETS.PUBLICS.ET.VALEURS.ASSIMILÉES,CRÉANCES.INTERBANCAIRES.ET.ASSIMILÉES,CRÉANCES.SUR.LA.CLIENTÈLE,OBLIGATIONS.ET.AUTRES.TITRES.À.REVENU.FIXE,ACTIONS.ET.AUTRES.TITRES.À.REVENU.VARIABLE,ACTIONNAIRES.OU.ASSOCIÉS,AUTRES.ACTIFS,COMPTES.DE.RÉGULARISATION,PARTICIPATIONS.ET.AUTRES.TITRES.DÉTENUS.À.LONG.TERME,PARTS.DANS.LES.ENTREPRISES.LIÉES,PRÊTS.SUBORDONNÉS,IMMOBILISATIONS.INCORPORELLES,IMMOBILISATIONS.CORPORELLES,BANQUE.CENTRALE.CCP,DETTES.INTERBANCAIRES.ET.ASSIMILÉES,DETTES.À.L.ÉGARD.DE.LA.CLIENTÈLE,DETTES.REPRÉSENTÉES.PAR.UN.TITRE,AUTRES.PASSIFS,PROVISIONS,EMPRUNTS.ET.TITRES.ÉMIS.SUBORDONNES,CAPITAUX.PROPRES.ET.RESSOURCES.ASSIMILÉES,CAPITAL.SOUSCRIT,PRIMES.LIÉES.AU.CAPITAL,RÉSERVES,ÉCARTS.DE.RÉÉVALUATION,PROVISIONS.RÉGLEMENTÉES,REPORT.À.NOUVEAU,RÉSULTAT.DE.LEXERCICE
BNDE,Groupes Locaux,2021,147251.0,,,36763.0,,,,17827.0,6370.0,0.0,3655.0,1392.0,0.0,0.0,311.0,214.0,13817.0,0.0,8044.0,1140.0,4633.0,1946.0,2687.0,111.0,2798.0,5.0,2793.0,bceao_pdf_2021,7535.0,114193.0,19074.0,147251.0,19174.0,4558.0,0.0,3614.0,2516.0,757.0,0.0,0.0,1435.0,12729.0,69014.0,49710.0,170102.0,0.0,4002.0,0.0,0.0,36763.0,11000.0,16782.0,6188.0,0.0,0.0,0.0,2793.0
BNDE,Groupes Locaux,2022,163570.0,,,37216.0,,,,21404.0,6851.0,0.0,5524.0,2364.0,0.0,0.0,35.0,109.0,17639.0,0.0,9818.0,1190.0,6631.0,6106.0,525.0,-67.0,458.0,5.0,453.0,bceao_pdf_2022,8873.0,138231.0,39346.0,163570.0,21667.0,4654.0,0.0,4087.0,3436.0,757.0,0.0,0.0,1466.0,14458.0,109042.0,60499.0,181334.0,0.0,6047.0,919.0,0.0,37216.0,11000.0,16782.0,8981.0,0.0,0.0,0.0,453.0
BOA,Groupes Continentaux,2015,193153.0,361878.0,206125.0,26280.0,234.0,33.0,142256.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA,Groupes Continentaux,2016,235388.0,521726.0,318797.0,29331.0,234.0,42.0,142256.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA,Groupes Continentaux,2017,240239.0,459146.0,274314.0,34093.0,330.0,55.0,213635.0,30099.0,13493.0,90.0,5465.0,263.0,0.0,-12.0,4762.0,1829.0,24819.0,,12611.0,1599.0,10609.0,-909.0,11518.0,,11518.0,130.0,11388.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA,Groupes Continentaux,2018,241382.0,449937.0,290746.0,38335.0,330.0,59.0,262262.0,27869.0,13045.0,98.0,8842.0,286.0,0.0,34.0,3845.0,2409.0,24948.0,0.0,14205.0,1906.0,8837.0,-315.0,9152.0,116.0,9268.0,759.0,8509.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA,Groupes Continentaux,2019,267184.0,534863.0,342478.0,43184.0,347.0,60.0,358471.0,30522.0,12863.0,56.0,9205.0,1532.0,,1255.0,3646.0,187.0,30102.0,,15832.0,1905.0,12365.0,2244.0,10121.0,-56.0,10065.0,950.0,9115.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA,Groupes Continentaux,2020,285619.0,562897.0,344904.0,,379.0,59.0,317090.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2015,132957.0,293900.0,98221.0,26425.0,64.0,1.0,636.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2016,128797.0,315452.0,91269.0,30956.0,76.0,2.0,785.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2018,234245.0,408297.0,152373.0,,144.0,2.0,1233.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2019,250305.0,353164.0,127355.0,,118.0,4.0,1036.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2020,148208.0,292888.0,164111.0,,125.0,4.0,1564.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRM,Groupes Règionaux,2021,97783.0,,,-80102.0,,,,5975.0,6623.0,282.0,222.0,-367.0,-583.0,439.0,32.0,-1131.0,0.0,3864.0,170.0,-5165.0,3780.0,-8945.0,-8945.0,5.0,-8950.0,,,bceao_pdf_2021,4171.0,59830.0,4739.0,97783.0,0.0,570.0,0.0,5688.0,2126.0,17.0,15.0,0.0,15.0,21040.0,1352.0,105129.0,134082.0,17402.0,2336.0,11934.0,0.0,-80102.0,16000.0,0.0,4983.0,0.0,0.0,-92135.0,-8950.0
BRM,Groupes Règionaux,2022,84661.0,,,-86821.0,,,,4830.0,5897.0,175.0,73.0,-339.0,-560.0,22.0,151.0,-1993.0,0.0,2390.0,422.0,-4805.0,1631.0,-6436.0,-6713.0,5.0,-6718.0,,,bceao_pdf_2022,1324.0,43607.0,4785.0,84661.0,0.0,570.0,0.0,5054.0,1966.0,17.0,15.0,0.0,36.0,18505.0,1338.0,72750.0,138439.0,17222.0,2322.0,11954.0,0.0,-86821.0,16000.0,0.0,4983.0,0.0,0.0,-101086.0,-6718.0
BSIC,Groupes Règionaux,2017,58944.0,124741.0,61006.0,11072.0,165.0,14.0,32966.0,7376.0,3583.0,,2391.0,145.0,,,114.0,506.0,5647.0,0.0,4360.0,510.0,777.0,2070.0,-1293.0,0.0,-1293.0,5.0,-1298.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSIC,Groupes Règionaux,2018,46202.0,122869.0,52792.0,5878.0,156.0,14.0,39401.0,6417.0,3981.0,,2638.0,59.0,,,626.0,946.0,4695.0,0.0,4693.0,656.0,-654.0,4534.0,-5188.0,0.0,-5188.0,5.0,-5193.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSIC,Groupes Règionaux,2019,48202.0,120203.0,62521.0,4230.0,154.0,14.0,36539.0,6489.0,3723.0,0.0,1870.0,96.0,168.0,0.0,349.0,732.0,4325.0,,4787.0,630.0,-1092.0,706.0,-1798.0,155.0,-1643.0,5.0,-1648.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSIC,Groupes Règionaux,2020,48037.0,131535.0,81827.0,,154.0,14.0,37932.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSIC,Groupes Règionaux,2021,72020.0,,,5994.0,,,,6932.0,2920.0,1904.0,135.0,196.0,0.0,817.0,344.0,6450.0,0.0,5280.0,577.0,593.0,474.0,1191.0,477.0,596.0,5.0,591.0,,bceao_pdf_2021,14965.0,40127.0,1614.0,72020.0,450.0,0.0,0.0,4954.0,407.0,196.0,0.0,0.0,569.0,14363.0,0.0,50578.0,81891.0,0.0,2965.0,677.0,7000.0,5994.0,27000.0,0.0,67.0,0.0,0.0,-21664.0,591.0
BSIC,Groupes Règionaux,2022,118893.0,,,30500.0,,,,9946.0,3636.0,3462.0,988.0,0.0,0.0,334.0,198.0,8920.0,0.0,6781.0,589.0,1550.0,162.0,712.0,322.0,2034.0,5.0,2029.0,,bceao_pdf_2022,14704.0,53967.0,7476.0,118893.0,450.0,0.0,0.0,977.0,1027.0,140.0,56.0,0.0,554.0,9908.0,0.0,52992.0,137657.0,866.0,625.0,3500.0,11523.0,30500.0,0.0,67.0,0.0,0.0,-21073.0,2029.0,
CBAO,Groupes Continentaux,2015,494074.0,811726.0,626330.0,81176.0,1028.0,87.0,265208.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2016,559794.0,918827.0,647990.0,85750.0,1015.0,90.0,310288.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2017,670185.0,989383.0,749689.0,88417.0,1013.0,86.0,325409.0,72667.0,23192.0,121.0,22441.0,255.0,1047.0,-72.0,1833.0,2440.0,72150.0,0.0,36570.0,2814.0,32766.0,9856.0,22910.0,496.0,23406.0,6332.0,17074.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2018,658655.0,961930.0,779970.0,101402.0,1013.0,87.0,348504.0,58634.0,10141.0,250.0,21911.0,222.0,1549.0,-41.0,634.0,2567.0,70007.0,,34777.0,2097.0,33133.0,1291.0,31842.0,7.0,31849.0,8464.0,23385.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2019,700259.0,1033330.0,866397.0,109639.0,1037.0,88.0,406914.0,62334.0,10813.0,362.0,24921.0,158.0,1397.0,0.0,1457.0,2181.0,77319.0,,36936.0,2184.0,38199.0,2803.0,35396.0,134.0,35530.0,9428.0,26102.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2020,668334.0,1151047.0,859399.0,,1044.0,90.0,429213.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAO,Groupes Continentaux,2021,754858.0,,,124305.0,,,,65478.0,10438.0,124.0,28035.0,317.0,1659.0,0.0,1258.0,2455.0,83344.0,0.0,38617.0,2409.0,42318.0,4287.0,38031.0,973.0,39004.0,9589.0,29415.0,bceao_pdf_2021,85025.0,208073.0,34628.0,754858.0,5381.0,21071.0,0.0,10585.0,14231.0,200.0,17500.0,0.0,1912.0,29879.0,0.0,9599.0,969295.0,0.0,26672.0,10490.0,18188.0,124305.0,11450.0,11300.0,72140.0,0.0,0.0,0.0,29415.0
CBAO,Groupes Continentaux,2022,871980.0,,,138544.0,,,,70592.0,9404.0,268.0,31804.0,215.0,1884.0,556.0,1623.0,3214.0,93894.0,0.0,41244.0,2834.0,49816.0,3451.0,46365.0,184.0,46549.0,12174.0,34375.0,bceao_pdf_2022,114036.0,240477.0,36619.0,871980.0,5313.0,14737.0,0.0,5015.0,13674.0,200.0,17484.0,0.0,1968.0,29280.0,0.0,25876.0,1102891.0,0.0,20498.0,10560.0,26215.0,138544.0,11450.0,11300.0,81419.0,0.0,0.0,0.0,34375.0
CBI,Groupes Règionaux,2017,21626.0,40255.0,23663.0,3576.0,31.0,2.0,2372.0,1476.0,623.0,0.0,1049.0,34.0,0.0,0.0,0.0,5.0,1863.0,0.0,1571.0,187.0,105.0,21.0,84.0,,84.0,8.0,76.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBI,Groupes Règionaux,2018,46617.0,81875.0,30773.0,10500.0,36.0,2.0,3465.0,,,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBI,Groupes Règionaux,2019,130097.0,185634.0,128012.0,23078.0,53.0,5.0,5705.0,6206.0,1625.0,0.0,4120.0,174.0,-102.0,0.0,24.0,,8449.0,0.0,3409.0,294.0,4746.0,476.0,4270.0,,4270.0,1192.0,3078.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBI,Groupes Règionaux,2020,153437.0,324023.0,152263.0,,89.0,12.0,18540.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2015,90286.0,171978.0,124374.0,15788.0,126.0,8.0,20810.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2016,95837.0,192935.0,142201.0,17863.0,125.0,8.0,20558.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2017,90451.0,167833.0,120467.0,21803.0,131.0,8.0,21025.0,9356.0,1629.0,1502.0,1849.0,31.0,,58.0,590.0,254.0,11441.0,,5748.0,580.0,5113.0,1162.0,3951.0,9.0,3960.0,903.0,3057.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2018,114166.0,204668.0,147050.0,23614.0,131.0,8.0,22329.0,9713.0,2018.0,720.0,2212.0,38.0,0.0,0.0,901.0,469.0,11021.0,,5428.0,568.0,5025.0,631.0,4394.0,24.0,4418.0,906.0,3512.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2019,127188.0,230294.0,164921.0,27073.0,143.0,8.0,22943.0,11873.0,2480.0,473.0,2211.0,95.0,106.0,411.0,589.0,231.0,12857.0,0.0,6032.0,583.0,6242.0,-396.0,6638.0,69.0,6707.0,1499.0,5208.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2020,120974.0,234308.0,165867.0,,150.0,8.0,27335.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS,Groupes Règionaux,2021,155004.0,,,32347.0,,,,14200.0,2911.0,45.0,2341.0,111.0,242.0,553.0,588.0,274.0,14673.0,0.0,6462.0,857.0,7354.0,28.0,7326.0,21.0,7347.0,1526.0,5821.0,bceao_pdf_2021,4409.0,74106.0,3277.0,155004.0,0.0,76.0,0.0,780.0,2842.0,436.0,0.0,0.0,2047.0,1160.0,0.0,56048.0,146641.0,0.0,2711.0,1802.0,0.0,32347.0,10000.0,0.0,8560.0,0.0,0.0,7966.0,5821.0
CDS,Groupes Règionaux,2022,178816.0,,,35039.0,,,,16475.0,3609.0,42.0,2441.0,136.0,345.0,0.0,653.0,342.0,15869.0,0.0,6675.0,942.0,8252.0,-207.0,8459.0,2.0,8461.0,1695.0,6766.0,bceao_pdf_2022,4217.0,85073.0,10384.0,178816.0,0.0,86.0,0.0,841.0,3068.0,436.0,0.0,0.0,1973.0,1670.0,0.0,59639.0,182680.0,0.0,2717.0,1968.0,0.0,35039.0,10000.0,0.0,9434.0,0.0,0.0,8839.0,6766.0
CISA,Groupes Internationaux,2015,2091.0,51395.0,33630.0,8894.0,29.0,2.0,1175.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISA,Groupes Internationaux,2016,23810.0,55995.0,40209.0,9496.0,51.0,2.0,1139.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISA,Groupes Internationaux,2017,26375.0,62821.0,46289.0,12357.0,39.0,2.0,1401.0,3685.0,1683.0,0.0,796.0,70.0,155.0,0.0,0.0,,2883.0,,1678.0,268.0,937.0,86.0,851.0,,851.0,5.0,846.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISA,Groupes Internationaux,2018,28131.0,65335.0,147050.0,12474.0,58.0,2.0,1338.0,4036.0,1848.0,0.0,738.0,89.0,104.0,0.0,0.0,0.0,2941.0,,1990.0,278.0,673.0,90.0,583.0,,583.0,5.0,578.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISA,Groupes Internationaux,2019,24122.0,57663.0,35645.0,13166.0,52.0,2.0,1430.0,3759.0,1702.0,0.0,789.0,116.0,83.0,0.0,0.0,0.0,2813.0,,1609.0,232.0,972.0,82.0,890.0,0.0,890.0,5.0,885.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CISA,Groupes Internationaux,2020,24343.0,54371.0,46724.0,,51.0,2.0,1644.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2015,21784.0,87696.0,57126.0,19847.0,32.0,1.0,166.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2016,31386.0,104708.0,69104.0,20363.0,28.0,1.0,147.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2017,48374.0,101380.0,66537.0,21921.0,29.0,1.0,247.0,2159.0,55.0,0.0,1584.0,0.0,0.0,893.0,2491.0,62.0,7010.0,0.0,3333.0,138.0,3539.0,-662.0,4201.0,,4201.0,1024.0,3177.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2018,57060.0,107725.0,75695.0,18151.0,29.0,1.0,245.0,3416.0,130.0,,1765.0,,,2402.0,362.0,154.0,7661.0,,3865.0,102.0,3694.0,1670.0,2024.0,17.0,2041.0,610.0,1431.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2019,55997.0,114862.0,83403.0,21350.0,29.0,1.0,203.0,3607.0,210.0,,2324.0,,,2716.0,1578.0,187.0,9828.0,,4974.0,119.0,4735.0,-1587.0,6322.0,0.0,6322.0,1907.0,4415.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2020,43616.0,135275.0,157563.0,,28.0,1.0,258.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITIBANK,Groupes Continentaux,2021,46613.0,,,28466.0,,,,4434.0,340.0,2016.0,0.0,3492.0,46.0,177.0,100.0,9725.0,0.0,4091.0,225.0,5409.0,0.0,5409.0,48.0,5457.0,1114.0,4343.0,,bceao_pdf_2021,124593.0,42492.0,12045.0,46613.0,0.0,0.0,0.0,559.0,660.0,25.0,0.0,0.0,18.0,388.0,0.0,2254.0,187753.0,0.0,7368.0,277.0,0.0,28466.0,15049.0,0.0,2964.0,0.0,0.0,6110.0,4343.0
CITIBANK,Groupes Continentaux,2022,106858.0,,,31126.0,,,,5293.0,27.0,2755.0,0.0,5879.0,509.0,246.0,147.0,14508.0,0.0,4849.0,194.0,9465.0,0.0,9465.0,0.0,9465.0,2508.0,6957.0,,bceao_pdf_2022,104512.0,60840.0,4240.0,106858.0,0.0,0.0,0.0,476.0,962.0,25.0,0.0,0.0,43.0,315.0,0.0,4482.0,237285.0,0.0,3254.0,275.0,0.0,31126.0,15049.0,0.0,3010.0,0.0,0.0,6110.0,6957.0
ECOBANK,Groupes Continentaux,2015,316186.0,648371.0,497791.0,29819.0,342.0,39.0,215941.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOBANK,Groupes Continentaux,2016,284138.0,741250.0,490739.0,33358.0,356.0,38.0,261009.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOBANK,Groupes Continentaux,2017,327756.0,715278.0,513305.0,36623.0,355.0,34.0,237045.0,21762.0,12504.0,13378.0,9917.0,1494.0,9548.0,,863.0,51.0,41419.0,,24087.0,2361.0,14971.0,6155.0,8816.0,95.0,8911.0,5.0,8906.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
